p1,p2,label,p1_UniProt,p2_UniProt
ENSP00000230990,ENSP00000403362,1,Q99075,E9PFW3
ENSP00000230990,ENSP00000351926,1,Q99075,O95782
ENSP00000230990,ENSP00000489597,1,Q99075,Q06124
ENSP00000230990,ENSP00000369981,1,Q99075,Q99962
ENSP00000230990,ENSP00000331201,1,Q99075,O14964
ENSP00000230990,ENSP00000263967,1,Q99075,P42336
ENSP00000230990,ENSP00000360798,1,Q99075,P42566
ENSP00000230990,ENSP00000376637,1,Q99075,P05019
ENSP00000230990,ENSP00000273261,1,Q99075,Q96JA1
ENSP00000230990,ENSP00000380921,1,Q99075,Q96B97
ENSP00000230990,ENSP00000441543,1,Q99075,P0CG48
ENSP00000230990,ENSP00000248594,1,Q99075,Q05209
ENSP00000230990,ENSP00000330382,1,Q99075,P01127
ENSP00000230990,ENSP00000264832,1,Q99075,P05362
ENSP00000230990,ENSP00000341189,1,Q99075,Q05397
ENSP00000230990,ENSP00000426632,1,Q99075,Q96RT1
ENSP00000230990,ENSP00000244007,1,Q99075,P19174
ENSP00000230990,ENSP00000358548,1,Q99075,P01111
ENSP00000230990,ENSP00000335153,1,Q99075,P07900
ENSP00000230990,ENSP00000408695,1,Q99075,P17252
ENSP00000230990,ENSP00000398698,1,Q99075,P01375
ENSP00000230990,ENSP00000376345,1,Q99075,P62993
ENSP00000230990,ENSP00000407586,1,Q99075,P01112
ENSP00000230990,ENSP00000442460,1,Q99075,Q13882
ENSP00000230990,ENSP00000480791,1,Q99075,P05230
ENSP00000230990,ENSP00000401303,1,Q99075,P29353
ENSP00000230990,ENSP00000264033,1,Q99075,P22681
ENSP00000230990,ENSP00000263341,1,Q99075,P01584
ENSP00000230990,ENSP00000405330,1,Q99075,P03372
ENSP00000230990,ENSP00000261799,1,Q99075,P09619
ENSP00000230990,ENSP00000321797,1,Q99075,P55075
ENSP00000230990,ENSP00000334122,1,Q99075,P11487
ENSP00000230990,ENSP00000352414,1,Q99075,O60258
ENSP00000230990,ENSP00000399324,1,Q99075,O43320
ENSP00000230990,ENSP00000311697,1,Q99075,P12034
ENSP00000230990,ENSP00000478887,1,Q99075,P01106
ENSP00000230990,ENSP00000371790,1,Q99075,P31371
ENSP00000230990,ENSP00000385675,1,Q99075,P05231
ENSP00000230990,ENSP00000274625,1,Q99075,O76093
ENSP00000230990,ENSP00000264664,1,Q99075,O15520
ENSP00000230990,ENSP00000400175,1,Q99075,P61586
ENSP00000230990,ENSP00000256078,1,Q99075,P01116
ENSP00000230990,ENSP00000437955,1,Q99075,Q16665
ENSP00000230990,ENSP00000497069,1,Q99075,P08069
ENSP00000230990,ENSP00000306245,1,Q99075,P01100
ENSP00000230990,ENSP00000378367,1,Q99075,Q8WWG1
ENSP00000230990,ENSP00000267843,1,Q99075,P21781
ENSP00000230990,ENSP00000354910,1,Q99075,O14511
ENSP00000230990,ENSP00000287842,1,Q99075,Q02297
ENSP00000230990,ENSP00000371420,1,Q99075,Q14956
ENSP00000230990,ENSP00000379097,1,Q99075,P15514
ENSP00000230990,ENSP00000362680,1,Q99075,P12931
ENSP00000230990,ENSP00000264498,1,Q99075,A0A0A0MQV6
ENSP00000230990,ENSP00000411898,1,Q99075,Q6UW88
ENSP00000230990,ENSP00000404131,1,Q99075,F8VNR3
ENSP00000230990,ENSP00000379092,1,Q99075,P35070
ENSP00000230990,ENSP00000269571,1,Q99075,P04626
ENSP00000230990,ENSP00000244869,1,Q99075,O14944
ENSP00000230990,ENSP00000398632,1,Q99075,P16070
ENSP00000230990,ENSP00000267101,1,Q99075,P21860
ENSP00000230990,ENSP00000265171,1,Q99075,P01133
ENSP00000230990,ENSP00000342235,1,Q99075,Q15303
ENSP00000230990,ENSP00000275493,1,Q99075,P00533
ENSP00000233154,ENSP00000277120,1,O43639,Q16620
ENSP00000233154,ENSP00000267101,1,O43639,P21860
ENSP00000233154,ENSP00000462468,1,O43639,P07947
ENSP00000233154,ENSP00000376345,1,O43639,P62993
ENSP00000233154,ENSP00000269571,1,O43639,P04626
ENSP00000233154,ENSP00000274376,1,O43639,P20936
ENSP00000233154,ENSP00000441543,1,O43639,P0CG48
ENSP00000233154,ENSP00000265171,1,O43639,P01133
ENSP00000233154,ENSP00000346508,1,O43639,P04085
ENSP00000233154,ENSP00000330382,1,O43639,P01127
ENSP00000233154,ENSP00000257290,1,O43639,P16234
ENSP00000233154,ENSP00000346671,1,O43639,P06241
ENSP00000233154,ENSP00000346300,1,O43639,P46109
ENSP00000233154,ENSP00000342235,1,O43639,Q15303
ENSP00000233154,ENSP00000264033,1,O43639,P22681
ENSP00000233154,ENSP00000384675,1,O43639,Q07889
ENSP00000233154,ENSP00000362680,1,O43639,P12931
ENSP00000233154,ENSP00000300574,1,O43639,P46108
ENSP00000233154,ENSP00000261799,1,O43639,P09619
ENSP00000233154,ENSP00000304895,1,O43639,P35568
ENSP00000233154,ENSP00000275493,1,O43639,P00533
ENSP00000233154,ENSP00000341189,1,O43639,Q05397
ENSP00000233154,ENSP00000417273,1,O43639,P16333
ENSP00000244007,ENSP00000398698,1,P19174,P01375
ENSP00000244007,ENSP00000293328,1,P19174,P51692
ENSP00000244007,ENSP00000327513,1,P19174,P09603
ENSP00000244007,ENSP00000264657,1,P19174,P40763
ENSP00000244007,ENSP00000379140,1,P19174,P48061
ENSP00000244007,ENSP00000269305,1,P19174,P04637
ENSP00000244007,ENSP00000354952,1,P19174,Q9UQC2
ENSP00000244007,ENSP00000378367,1,P19174,Q8WWG1
ENSP00000244007,ENSP00000354910,1,P19174,O14511
ENSP00000244007,ENSP00000426632,1,P19174,Q96RT1
ENSP00000244007,ENSP00000411898,1,P19174,Q6UW88
ENSP00000244007,ENSP00000256078,1,P19174,P01116
ENSP00000244007,ENSP00000379097,1,P19174,P15514
ENSP00000244007,ENSP00000300574,1,P19174,P46108
ENSP00000244007,ENSP00000244869,1,P19174,O14944
ENSP00000244007,ENSP00000379092,1,P19174,P35070
ENSP00000244007,ENSP00000287842,1,P19174,Q02297
ENSP00000244007,ENSP00000354394,1,P19174,P42224
ENSP00000244007,ENSP00000478887,1,P19174,P01106
ENSP00000244007,ENSP00000330382,1,P19174,P01127
ENSP00000244007,ENSP00000311697,1,P19174,P12034
ENSP00000244007,ENSP00000274625,1,P19174,O76093
ENSP00000244007,ENSP00000404131,1,P19174,F8VNR3
ENSP00000244007,ENSP00000352414,1,P19174,O60258
ENSP00000244007,ENSP00000334122,1,P19174,P11487
ENSP00000244007,ENSP00000321797,1,P19174,P55075
ENSP00000244007,ENSP00000480791,1,P19174,P05230
ENSP00000244007,ENSP00000264664,1,P19174,O15520
ENSP00000244007,ENSP00000267843,1,P19174,P21781
ENSP00000244007,ENSP00000399324,1,P19174,O43320
ENSP00000244007,ENSP00000339191,1,P19174,Q03135
ENSP00000244007,ENSP00000371790,1,P19174,P31371
ENSP00000244007,ENSP00000346839,1,P19174,P02751
ENSP00000244007,ENSP00000264498,1,P19174,A0A0A0MQV6
ENSP00000244007,ENSP00000346508,1,P19174,P04085
ENSP00000244007,ENSP00000335153,1,P19174,P07900
ENSP00000244007,ENSP00000499900,1,P19174,P23458
ENSP00000244007,ENSP00000391592,1,P19174,P29350
ENSP00000244007,ENSP00000358525,1,P19174,P01138
ENSP00000244007,ENSP00000414303,1,P19174,P23560
ENSP00000244007,ENSP00000356155,1,P19174,O00750
ENSP00000244007,ENSP00000265171,1,P19174,P01133
ENSP00000244007,ENSP00000489597,1,P19174,Q06124
ENSP00000244007,ENSP00000400175,1,P19174,P61586
ENSP00000244007,ENSP00000262995,1,P19174,Q13480
ENSP00000244007,ENSP00000341189,1,P19174,Q05397
ENSP00000244007,ENSP00000274376,1,P19174,P20936
ENSP00000244007,ENSP00000401303,1,P19174,P29353
ENSP00000244007,ENSP00000346671,1,P19174,P06241
ENSP00000244007,ENSP00000497069,1,P19174,P08069
ENSP00000244007,ENSP00000262741,1,P19174,Q92569
ENSP00000244007,ENSP00000501150,1,P19174,P42338
ENSP00000244007,ENSP00000366563,1,P19174,O00329
ENSP00000244007,ENSP00000362680,1,P19174,P12931
ENSP00000244007,ENSP00000320663,1,P19174,Q9HC35
ENSP00000244007,ENSP00000361021,1,P19174,P60484
ENSP00000244007,ENSP00000264832,1,P19174,P05362
ENSP00000244007,ENSP00000417273,1,P19174,P16333
ENSP00000244007,ENSP00000360916,1,P19174,P52735
ENSP00000244007,ENSP00000384675,1,P19174,Q07889
ENSP00000244007,ENSP00000408695,1,P19174,P17252
ENSP00000244007,ENSP00000264972,1,P19174,P43403
ENSP00000244007,ENSP00000267101,1,P19174,P21860
ENSP00000244007,ENSP00000317272,1,P19174,P08581
ENSP00000244007,ENSP00000482457,1,P19174,P16885
ENSP00000244007,ENSP00000428056,1,P19174,P27986
ENSP00000244007,ENSP00000371067,1,P19174,O60674
ENSP00000244007,ENSP00000342235,1,P19174,Q15303
ENSP00000244007,ENSP00000263967,1,P19174,P42336
ENSP00000244007,ENSP00000269571,1,P19174,P04626
ENSP00000244007,ENSP00000264033,1,P19174,P22681
ENSP00000244007,ENSP00000257290,1,P19174,P16234
ENSP00000244007,ENSP00000277120,1,P19174,Q16620
ENSP00000244007,ENSP00000275493,1,P19174,P00533
ENSP00000244007,ENSP00000472929,1,P19174,P15498
ENSP00000244007,ENSP00000339186,1,P19174,O75791
ENSP00000244007,ENSP00000261799,1,P19174,P09619
ENSP00000244007,ENSP00000376345,1,P19174,P62993
ENSP00000244869,ENSP00000263341,1,O14944,P01584
ENSP00000244869,ENSP00000462468,1,O14944,P07947
ENSP00000244869,ENSP00000412237,1,O14944,P22301
ENSP00000244869,ENSP00000428056,1,O14944,P27986
ENSP00000244869,ENSP00000385675,1,O14944,P05231
ENSP00000244869,ENSP00000346671,1,O14944,P06241
ENSP00000244869,ENSP00000262995,1,O14944,Q13480
ENSP00000244869,ENSP00000489597,1,O14944,Q06124
ENSP00000244869,ENSP00000341189,1,O14944,Q05397
ENSP00000244869,ENSP00000393313,1,O14944,Q9UBC2
ENSP00000244869,ENSP00000369981,1,O14944,Q99962
ENSP00000244869,ENSP00000351926,1,O14944,O95782
ENSP00000244869,ENSP00000403362,1,O14944,E9PFW3
ENSP00000244869,ENSP00000331201,1,O14944,O14964
ENSP00000244869,ENSP00000380921,1,O14944,Q96B97
ENSP00000244869,ENSP00000273261,1,O14944,Q96JA1
ENSP00000244869,ENSP00000384675,1,O14944,Q07889
ENSP00000244869,ENSP00000441543,1,O14944,P0CG48
ENSP00000244869,ENSP00000406209,1,O14944,Q9Y6I3
ENSP00000244869,ENSP00000320092,1,O14944,Q99963
ENSP00000244869,ENSP00000360798,1,O14944,P42566
ENSP00000244869,ENSP00000248594,1,O14944,Q05209
ENSP00000244869,ENSP00000442460,1,O14944,Q13882
ENSP00000244869,ENSP00000335153,1,O14944,P07900
ENSP00000244869,ENSP00000401303,1,O14944,P29353
ENSP00000244869,ENSP00000400175,1,O14944,P61586
ENSP00000244869,ENSP00000426632,1,O14944,Q96RT1
ENSP00000244869,ENSP00000306245,1,O14944,P01100
ENSP00000244869,ENSP00000376345,1,O14944,P62993
ENSP00000244869,ENSP00000407586,1,O14944,P01112
ENSP00000244869,ENSP00000264033,1,O14944,P22681
ENSP00000244869,ENSP00000263967,1,O14944,P42336
ENSP00000244869,ENSP00000362680,1,O14944,P12931
ENSP00000244869,ENSP00000358548,1,O14944,P01111
ENSP00000244869,ENSP00000277120,1,O14944,Q16620
ENSP00000244869,ENSP00000257290,1,O14944,P16234
ENSP00000244869,ENSP00000351209,1,O14944,P29317
ENSP00000244869,ENSP00000261799,1,O14944,P09619
ENSP00000244869,ENSP00000378367,1,O14944,Q8WWG1
ENSP00000244869,ENSP00000256078,1,O14944,P01116
ENSP00000244869,ENSP00000497069,1,O14944,P08069
ENSP00000244869,ENSP00000354910,1,O14944,O14511
ENSP00000244869,ENSP00000317272,1,O14944,P08581
ENSP00000244869,ENSP00000411898,1,O14944,Q6UW88
ENSP00000244869,ENSP00000379092,1,O14944,P35070
ENSP00000244869,ENSP00000287842,1,O14944,Q02297
ENSP00000244869,ENSP00000269571,1,O14944,P04626
ENSP00000244869,ENSP00000404131,1,O14944,F8VNR3
ENSP00000244869,ENSP00000265171,1,O14944,P01133
ENSP00000244869,ENSP00000267101,1,O14944,P21860
ENSP00000244869,ENSP00000379097,1,O14944,P15514
ENSP00000244869,ENSP00000342235,1,O14944,Q15303
ENSP00000244869,ENSP00000275493,1,O14944,P00533
ENSP00000248594,ENSP00000264972,1,Q05209,P43403
ENSP00000248594,ENSP00000346508,1,Q05209,P04085
ENSP00000248594,ENSP00000417273,1,Q05209,P16333
ENSP00000248594,ENSP00000330382,1,Q05209,P01127
ENSP00000248594,ENSP00000361021,1,Q05209,P60484
ENSP00000248594,ENSP00000346671,1,Q05209,P06241
ENSP00000248594,ENSP00000371067,1,Q05209,O60674
ENSP00000248594,ENSP00000257290,1,Q05209,P16234
ENSP00000248594,ENSP00000360683,1,Q05209,P18031
ENSP00000248594,ENSP00000400175,1,Q05209,P61586
ENSP00000248594,ENSP00000379092,1,Q05209,P35070
ENSP00000248594,ENSP00000378367,1,Q05209,Q8WWG1
ENSP00000248594,ENSP00000384675,1,Q05209,Q07889
ENSP00000248594,ENSP00000354910,1,Q05209,O14511
ENSP00000248594,ENSP00000287842,1,Q05209,Q02297
ENSP00000248594,ENSP00000342235,1,Q05209,Q15303
ENSP00000248594,ENSP00000267101,1,Q05209,P21860
ENSP00000248594,ENSP00000300574,1,Q05209,P46108
ENSP00000248594,ENSP00000489597,1,Q05209,Q06124
ENSP00000248594,ENSP00000391592,1,Q05209,P29350
ENSP00000248594,ENSP00000261799,1,Q05209,P09619
ENSP00000248594,ENSP00000265171,1,Q05209,P01133
ENSP00000248594,ENSP00000362680,1,Q05209,P12931
ENSP00000248594,ENSP00000341189,1,Q05209,Q05397
ENSP00000248594,ENSP00000269571,1,Q05209,P04626
ENSP00000248594,ENSP00000376345,1,Q05209,P62993
ENSP00000248594,ENSP00000275493,1,Q05209,P00533
ENSP00000248594,ENSP00000401303,1,Q05209,P29353
ENSP00000252242,ENSP00000379350,1,P13647,P05556
ENSP00000252242,ENSP00000346671,1,P13647,P06241
ENSP00000252242,ENSP00000267843,1,P13647,P21781
ENSP00000252242,ENSP00000263967,1,P13647,P42336
ENSP00000252242,ENSP00000376345,1,P13647,P62993
ENSP00000252242,ENSP00000498587,1,P13647,P46531
ENSP00000252242,ENSP00000380070,1,P13647,P04406
ENSP00000252242,ENSP00000478887,1,P13647,P01106
ENSP00000252242,ENSP00000256078,1,P13647,P01116
ENSP00000252242,ENSP00000361021,1,P13647,P60484
ENSP00000252242,ENSP00000265171,1,P13647,P01133
ENSP00000252242,ENSP00000340989,1,P13647,P31947
ENSP00000252242,ENSP00000398698,1,P13647,P01375
ENSP00000252242,ENSP00000495360,1,P13647,P35222
ENSP00000252242,ENSP00000418915,1,P13647,P42771
ENSP00000252242,ENSP00000398632,1,P13647,P16070
ENSP00000252242,ENSP00000382004,1,P13647,O60716
ENSP00000252242,ENSP00000346839,1,P13647,P02751
ENSP00000252242,ENSP00000263735,1,P13647,P16422
ENSP00000252242,ENSP00000261769,1,P13647,P12830
ENSP00000252242,ENSP00000405330,1,P13647,P03372
ENSP00000252242,ENSP00000269305,1,P13647,P04637
ENSP00000252242,ENSP00000269571,1,P13647,P04626
ENSP00000252242,ENSP00000275493,1,P13647,P00533
ENSP00000254301,ENSP00000411825,1,P17931,Q8WUM4
ENSP00000254301,ENSP00000478887,1,P17931,P01106
ENSP00000254301,ENSP00000263967,1,P17931,P42336
ENSP00000254301,ENSP00000261769,1,P17931,P12830
ENSP00000254301,ENSP00000472929,1,P17931,P15498
ENSP00000254301,ENSP00000267101,1,P17931,P21860
ENSP00000254301,ENSP00000370473,1,P17931,P17936
ENSP00000254301,ENSP00000264657,1,P17931,P40763
ENSP00000254301,ENSP00000327513,1,P17931,P09603
ENSP00000254301,ENSP00000380432,1,P17931,P01308
ENSP00000254301,ENSP00000269305,1,P17931,P04637
ENSP00000254301,ENSP00000376345,1,P17931,P62993
ENSP00000254301,ENSP00000304895,1,P17931,P35568
ENSP00000254301,ENSP00000335153,1,P17931,P07900
ENSP00000254301,ENSP00000359077,1,P17931,P32004
ENSP00000254301,ENSP00000318195,1,P17931,P19338
ENSP00000254301,ENSP00000338934,1,P17931,P15311
ENSP00000254301,ENSP00000380070,1,P17931,P04406
ENSP00000254301,ENSP00000407586,1,P17931,P01112
ENSP00000254301,ENSP00000317272,1,P17931,P08581
ENSP00000254301,ENSP00000263735,1,P17931,P16422
ENSP00000254301,ENSP00000358548,1,P17931,P01111
ENSP00000254301,ENSP00000264498,1,P17931,A0A0A0MQV6
ENSP00000254301,ENSP00000360609,1,P17931,P08238
ENSP00000254301,ENSP00000398698,1,P17931,P01375
ENSP00000254301,ENSP00000362680,1,P17931,P12931
ENSP00000254301,ENSP00000412237,1,P17931,P22301
ENSP00000254301,ENSP00000417498,1,P17931,E9PDY6
ENSP00000254301,ENSP00000371420,1,P17931,Q14956
ENSP00000254301,ENSP00000263341,1,P17931,P01584
ENSP00000254301,ENSP00000264832,1,P17931,P05362
ENSP00000254301,ENSP00000379140,1,P17931,P48061
ENSP00000254301,ENSP00000385675,1,P17931,P05231
ENSP00000254301,ENSP00000265171,1,P17931,P01133
ENSP00000254301,ENSP00000346032,1,P17931,P07355
ENSP00000254301,ENSP00000495360,1,P17931,P35222
ENSP00000254301,ENSP00000398632,1,P17931,P16070
ENSP00000254301,ENSP00000379350,1,P17931,P05556
ENSP00000254301,ENSP00000260010,1,P17931,O60603
ENSP00000254301,ENSP00000256078,1,P17931,P01116
ENSP00000254301,ENSP00000275493,1,P17931,P00533
ENSP00000254301,ENSP00000346839,1,P17931,P02751
ENSP00000254436,ENSP00000495360,1,P19474,P35222
ENSP00000254436,ENSP00000428056,1,P19474,P27986
ENSP00000254436,ENSP00000361626,1,P19474,P67809
ENSP00000254436,ENSP00000385675,1,P19474,P05231
ENSP00000254436,ENSP00000313420,1,P19474,P78527
ENSP00000254436,ENSP00000318195,1,P19474,P19338
ENSP00000254436,ENSP00000365804,1,P19474,Q9UBN7
ENSP00000254436,ENSP00000369581,1,P19474,P01574
ENSP00000254436,ENSP00000360609,1,P19474,P08238
ENSP00000254436,ENSP00000346032,1,P19474,P07355
ENSP00000254436,ENSP00000302961,1,P19474,P34932
ENSP00000254436,ENSP00000437125,1,P19474,P11142
ENSP00000254436,ENSP00000398698,1,P19474,P01375
ENSP00000254436,ENSP00000354394,1,P19474,P42224
ENSP00000254436,ENSP00000275493,1,P19474,P00533
ENSP00000254436,ENSP00000261769,1,P19474,P12830
ENSP00000254436,ENSP00000269571,1,P19474,P04626
ENSP00000254436,ENSP00000441543,1,P19474,P0CG48
ENSP00000256078,ENSP00000339191,1,P01116,Q03135
ENSP00000256078,ENSP00000370473,1,P01116,P17936
ENSP00000256078,ENSP00000354394,1,P01116,P42224
ENSP00000256078,ENSP00000360683,1,P01116,P18031
ENSP00000256078,ENSP00000361626,1,P01116,P67809
ENSP00000256078,ENSP00000382004,1,P01116,O60716
ENSP00000256078,ENSP00000338934,1,P01116,P15311
ENSP00000256078,ENSP00000379140,1,P01116,P48061
ENSP00000256078,ENSP00000412237,1,P01116,P22301
ENSP00000256078,ENSP00000341208,1,P01116,P42229
ENSP00000256078,ENSP00000400175,1,P01116,P61586
ENSP00000256078,ENSP00000263341,1,P01116,P01584
ENSP00000256078,ENSP00000417498,1,P01116,E9PDY6
ENSP00000256078,ENSP00000293328,1,P01116,P51692
ENSP00000256078,ENSP00000273047,1,P01116,P20339
ENSP00000256078,ENSP00000380432,1,P01116,P01308
ENSP00000256078,ENSP00000378367,1,P01116,Q8WWG1
ENSP00000256078,ENSP00000442460,1,P01116,Q13882
ENSP00000256078,ENSP00000364995,1,P01116,Q92529
ENSP00000256078,ENSP00000354910,1,P01116,O14511
ENSP00000256078,ENSP00000264554,1,P01116,P98077
ENSP00000256078,ENSP00000351209,1,P01116,P29317
ENSP00000256078,ENSP00000263735,1,P01116,P16422
ENSP00000256078,ENSP00000441543,1,P01116,P0CG48
ENSP00000256078,ENSP00000414303,1,P01116,P23560
ENSP00000256078,ENSP00000411898,1,P01116,Q6UW88
ENSP00000256078,ENSP00000478927,1,P01116,P46937
ENSP00000256078,ENSP00000403459,1,P01116,Q14451
ENSP00000256078,ENSP00000379092,1,P01116,P35070
ENSP00000256078,ENSP00000480791,1,P01116,P05230
ENSP00000256078,ENSP00000495951,1,P01116,P21583
ENSP00000256078,ENSP00000354952,1,P01116,Q9UQC2
ENSP00000256078,ENSP00000327513,1,P01116,P09603
ENSP00000256078,ENSP00000398632,1,P01116,P16070
ENSP00000256078,ENSP00000472929,1,P01116,P15498
ENSP00000256078,ENSP00000318195,1,P01116,P19338
ENSP00000256078,ENSP00000346508,1,P01116,P04085
ENSP00000256078,ENSP00000346300,1,P01116,P46109
ENSP00000256078,ENSP00000321797,1,P01116,P55075
ENSP00000256078,ENSP00000330382,1,P01116,P01127
ENSP00000256078,ENSP00000380070,1,P01116,P04406
ENSP00000256078,ENSP00000311697,1,P01116,P12034
ENSP00000256078,ENSP00000346671,1,P01116,P06241
ENSP00000256078,ENSP00000399324,1,P01116,O43320
ENSP00000256078,ENSP00000304895,1,P01116,P35568
ENSP00000256078,ENSP00000352414,1,P01116,O60258
ENSP00000256078,ENSP00000287842,1,P01116,Q02297
ENSP00000256078,ENSP00000267843,1,P01116,P21781
ENSP00000256078,ENSP00000376637,1,P01116,P05019
ENSP00000256078,ENSP00000371790,1,P01116,P31371
ENSP00000256078,ENSP00000277120,1,P01116,Q16620
ENSP00000256078,ENSP00000334122,1,P01116,P11487
ENSP00000256078,ENSP00000264664,1,P01116,O15520
ENSP00000256078,ENSP00000426632,1,P01116,Q96RT1
ENSP00000256078,ENSP00000274625,1,P01116,O76093
ENSP00000256078,ENSP00000398698,1,P01116,P01375
ENSP00000256078,ENSP00000261769,1,P01116,P12830
ENSP00000256078,ENSP00000379350,1,P01116,P05556
ENSP00000256078,ENSP00000346839,1,P01116,P02751
ENSP00000256078,ENSP00000341189,1,P01116,Q05397
ENSP00000256078,ENSP00000401303,1,P01116,P29353
ENSP00000256078,ENSP00000404131,1,P01116,F8VNR3
ENSP00000256078,ENSP00000432511,1,P01116,P52333
ENSP00000256078,ENSP00000379097,1,P01116,P15514
ENSP00000256078,ENSP00000462468,1,P01116,P07947
ENSP00000256078,ENSP00000499900,1,P01116,P23458
ENSP00000256078,ENSP00000264498,1,P01116,A0A0A0MQV6
ENSP00000256078,ENSP00000385675,1,P01116,P05231
ENSP00000256078,ENSP00000371067,1,P01116,O60674
ENSP00000256078,ENSP00000498587,1,P01116,P46531
ENSP00000256078,ENSP00000265171,1,P01116,P01133
ENSP00000256078,ENSP00000342235,1,P01116,Q15303
ENSP00000256078,ENSP00000495360,1,P01116,P35222
ENSP00000256078,ENSP00000267101,1,P01116,P21860
ENSP00000256078,ENSP00000376345,1,P01116,P62993
ENSP00000256078,ENSP00000264832,1,P01116,P05362
ENSP00000256078,ENSP00000408695,1,P01116,P17252
ENSP00000256078,ENSP00000358548,1,P01116,P01111
ENSP00000256078,ENSP00000262741,1,P01116,Q92569
ENSP00000256078,ENSP00000489597,1,P01116,Q06124
ENSP00000256078,ENSP00000261799,1,P01116,P09619
ENSP00000256078,ENSP00000428056,1,P01116,P27986
ENSP00000256078,ENSP00000269571,1,P01116,P04626
ENSP00000256078,ENSP00000274376,1,P01116,P20936
ENSP00000256078,ENSP00000497069,1,P01116,P08069
ENSP00000256078,ENSP00000501150,1,P01116,P42338
ENSP00000256078,ENSP00000366563,1,P01116,O00329
ENSP00000256078,ENSP00000257290,1,P01116,P16234
ENSP00000256078,ENSP00000317272,1,P01116,P08581
ENSP00000256078,ENSP00000320663,1,P01116,Q9HC35
ENSP00000256078,ENSP00000362680,1,P01116,P12931
ENSP00000256078,ENSP00000407586,1,P01116,P01112
ENSP00000256078,ENSP00000384675,1,P01116,Q07889
ENSP00000257290,ENSP00000341940,1,P16234,P56539
ENSP00000257290,ENSP00000478927,1,P16234,P46937
ENSP00000257290,ENSP00000398698,1,P16234,P01375
ENSP00000257290,ENSP00000351209,1,P16234,P29317
ENSP00000257290,ENSP00000346671,1,P16234,P06241
ENSP00000257290,ENSP00000267101,1,P16234,P21860
ENSP00000257290,ENSP00000405330,1,P16234,P03372
ENSP00000257290,ENSP00000261769,1,P16234,P12830
ENSP00000257290,ENSP00000274376,1,P16234,P20936
ENSP00000257290,ENSP00000437955,1,P16234,Q16665
ENSP00000257290,ENSP00000277120,1,P16234,Q16620
ENSP00000257290,ENSP00000263735,1,P16234,P16422
ENSP00000257290,ENSP00000306245,1,P16234,P01100
ENSP00000257290,ENSP00000497069,1,P16234,P08069
ENSP00000257290,ENSP00000264832,1,P16234,P05362
ENSP00000257290,ENSP00000403459,1,P16234,Q14451
ENSP00000257290,ENSP00000339191,1,P16234,Q03135
ENSP00000257290,ENSP00000380070,1,P16234,P04406
ENSP00000257290,ENSP00000379350,1,P16234,P05556
ENSP00000257290,ENSP00000417273,1,P16234,P16333
ENSP00000257290,ENSP00000346839,1,P16234,P02751
ENSP00000257290,ENSP00000498587,1,P16234,P46531
ENSP00000257290,ENSP00000478887,1,P16234,P01106
ENSP00000257290,ENSP00000360609,1,P16234,P08238
ENSP00000257290,ENSP00000335153,1,P16234,P07900
ENSP00000257290,ENSP00000263341,1,P16234,P01584
ENSP00000257290,ENSP00000369981,1,P16234,Q99962
ENSP00000257290,ENSP00000320092,1,P16234,Q99963
ENSP00000257290,ENSP00000424827,1,P16234,P46934
ENSP00000257290,ENSP00000262435,1,P16234,Q9HAU4
ENSP00000257290,ENSP00000398632,1,P16234,P16070
ENSP00000257290,ENSP00000494162,1,P16234,Q9ULV8
ENSP00000257290,ENSP00000380921,1,P16234,Q96B97
ENSP00000257290,ENSP00000341208,1,P16234,P42229
ENSP00000257290,ENSP00000293328,1,P16234,P51692
ENSP00000257290,ENSP00000393313,1,P16234,Q9UBC2
ENSP00000257290,ENSP00000302150,1,P16234,P01236
ENSP00000257290,ENSP00000360798,1,P16234,P42566
ENSP00000257290,ENSP00000369581,1,P16234,P01574
ENSP00000257290,ENSP00000418915,1,P16234,P42771
ENSP00000257290,ENSP00000304895,1,P16234,P35568
ENSP00000257290,ENSP00000379097,1,P16234,P15514
ENSP00000257290,ENSP00000432511,1,P16234,P52333
ENSP00000257290,ENSP00000358525,1,P16234,P01138
ENSP00000257290,ENSP00000495360,1,P16234,P35222
ENSP00000257290,ENSP00000269305,1,P16234,P04637
ENSP00000257290,ENSP00000404131,1,P16234,F8VNR3
ENSP00000257290,ENSP00000269571,1,P16234,P04626
ENSP00000257290,ENSP00000412237,1,P16234,P22301
ENSP00000257290,ENSP00000478725,1,P16234,A0AAG2SVT6
ENSP00000257290,ENSP00000379140,1,P16234,P48061
ENSP00000257290,ENSP00000385675,1,P16234,P05231
ENSP00000257290,ENSP00000480791,1,P16234,P05230
ENSP00000257290,ENSP00000361021,1,P16234,P60484
ENSP00000257290,ENSP00000258149,1,P16234,Q00987
ENSP00000257290,ENSP00000352414,1,P16234,O60258
ENSP00000257290,ENSP00000399324,1,P16234,O43320
ENSP00000257290,ENSP00000334122,1,P16234,P11487
ENSP00000257290,ENSP00000321797,1,P16234,P55075
ENSP00000257290,ENSP00000274625,1,P16234,O76093
ENSP00000257290,ENSP00000414303,1,P16234,P23560
ENSP00000257290,ENSP00000327513,1,P16234,P09603
ENSP00000257290,ENSP00000371790,1,P16234,P31371
ENSP00000257290,ENSP00000264664,1,P16234,O15520
ENSP00000257290,ENSP00000267843,1,P16234,P21781
